ID	GeneSymbol	Description	log2FC	AdjPValue
ENSMUSG00000072919.4	Noxred1	NADP+ dependent oxidoreductase domain containing 1 [Source:MGI Symbol;Acc:MGI:1918525]	-2.811352654	1.72E-08
ENSMUSG00000109635.1	Gm45670	predicted gene 45670 [Source:MGI Symbol;Acc:MGI:5791506]	-2.896133118	1.72E-08
ENSMUSG00000027589.14	Pcmtd2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:MGI Symbol;Acc:MGI:1923927]	-0.780898151	1.77E-08
ENSMUSG00000007833.15	Aldh16a1	aldehyde dehydrogenase 16 family, member A1 [Source:MGI Symbol;Acc:MGI:1916998]	1.097838364	1.80E-08
ENSMUSG00000022365.5	Derl1	Der1-like domain family, member 1 [Source:MGI Symbol;Acc:MGI:1915069]	0.928526141	1.81E-08
ENSMUSG00000068329.12	Htra2	HtrA serine peptidase 2 [Source:MGI Symbol;Acc:MGI:1928676]	0.979320412	1.84E-08
ENSMUSG00000041439.15	Mfsd6	major facilitator superfamily domain containing 6 [Source:MGI Symbol;Acc:MGI:1922925]	1.013873907	1.86E-08
ENSMUSG00000034675.17	Dbn1	drebrin 1 [Source:MGI Symbol;Acc:MGI:1931838]	1.655043012	1.87E-08
ENSMUSG00000035152.14	Ap2b1	adaptor-related protein complex 2, beta 1 subunit [Source:MGI Symbol;Acc:MGI:1919020]	0.813977681	1.88E-08
ENSMUSG00000022376.7	Adcy8	adenylate cyclase 8 [Source:MGI Symbol;Acc:MGI:1341110]	-4.713927554	1.90E-08
ENSMUSG00000048807.2	Slc35e4	solute carrier family 35, member E4 [Source:MGI Symbol;Acc:MGI:2144150]	1.670948446	2.03E-08
ENSMUSG00000020390.12	Ube2b	ubiquitin-conjugating enzyme E2B [Source:MGI Symbol;Acc:MGI:102944]	-1.09581856	2.16E-08
ENSMUSG00000026193.15	Fn1	fibronectin 1 [Source:MGI Symbol;Acc:MGI:95566]	1.988513237	2.21E-08
ENSMUSG00000027438.14	Napb	N-ethylmaleimide sensitive fusion protein attachment protein beta [Source:MGI Symbol;Acc:MGI:104562]	1.438084219	2.30E-08
ENSMUSG00000029014.14	Dnajc2	DnaJ heat shock protein family (Hsp40) member C2 [Source:MGI Symbol;Acc:MGI:99470]	1.183917503	2.33E-08
ENSMUSG00000030839.12	Sergef	secretion regulating guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1351630]	1.576257432	2.38E-08
ENSMUSG00000038244.13	Mical2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:2444947]	0.814375133	2.38E-08
ENSMUSG00000032350.9	Gclc	glutamate-cysteine ligase, catalytic subunit [Source:MGI Symbol;Acc:MGI:104990]	1.08491399	2.45E-08
ENSMUSG00000079110.11	Capn3	calpain 3 [Source:MGI Symbol;Acc:MGI:107437]	-2.472151703	2.45E-08
ENSMUSG00000053898.12	Ech1	enoyl coenzyme A hydratase 1, peroxisomal [Source:MGI Symbol;Acc:MGI:1858208]	-1.891042243	2.46E-08
ENSMUSG00000073678.4	Pgap1	post-GPI attachment to proteins 1 [Source:MGI Symbol;Acc:MGI:2443342]	-1.110336655	2.46E-08
ENSMUSG00000028195.4	Cyr61	cysteine rich protein 61 [Source:MGI Symbol;Acc:MGI:88613]	1.380755272	2.47E-08
ENSMUSG00000029661.16	Col1a2	collagen, type I, alpha 2 [Source:MGI Symbol;Acc:MGI:88468]	1.56166405	2.48E-08
ENSMUSG00000033713.12	Foxn3	forkhead box N3 [Source:MGI Symbol;Acc:MGI:1918625]	-0.829976806	2.48E-08
ENSMUSG00000025869.11	Nop16	NOP16 nucleolar protein [Source:MGI Symbol;Acc:MGI:107862]	1.288451604	2.52E-08
ENSMUSG00000050379.15	Sep-06	septin 6 [Source:MGI Symbol;Acc:MGI:1888939]	1.433074502	2.52E-08
ENSMUSG00000044252.17	Osbpl1a	oxysterol binding protein-like 1A [Source:MGI Symbol;Acc:MGI:1927551]	-0.952267417	2.53E-08
ENSMUSG00000025269.16	Apex2	apurinic/apyrimidinic endonuclease 2 [Source:MGI Symbol;Acc:MGI:1924872]	-1.332895923	2.56E-08
ENSMUSG00000074802.11	Gas2l3	growth arrest-specific 2 like 3 [Source:MGI Symbol;Acc:MGI:1918780]	2.057724227	2.63E-08
ENSMUSG00000051000.17	Fam160a1	family with sequence similarity 160, member A1 [Source:MGI Symbol;Acc:MGI:2444746]	-1.061208032	2.77E-08
ENSMUSG00000028245.15	Nsmaf	neutral sphingomyelinase (N-SMase) activation associated factor [Source:MGI Symbol;Acc:MGI:1341864]	-0.784462312	2.82E-08
ENSMUSG00000031286.6	Glt28d2	glycosyltransferase 28 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443773]	-1.388328444	2.82E-08
ENSMUSG00000030515.9	Tarsl2	threonyl-tRNA synthetase-like 2 [Source:MGI Symbol;Acc:MGI:2444486]	-1.18678134	2.87E-08
ENSMUSG00000045284.9	Dcaf12l1	DDB1 and CUL4 associated factor 12-like 1 [Source:MGI Symbol;Acc:MGI:2444462]	-2.113217041	2.88E-08
ENSMUSG00000005514.14	Por	P450 (cytochrome) oxidoreductase [Source:MGI Symbol;Acc:MGI:97744]	1.470692283	2.93E-08
ENSMUSG00000016252.7	Atp5e	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit [Source:MGI Symbol;Acc:MGI:1855697]	-1.151717293	2.95E-08
ENSMUSG00000024369.16	Nelfe	negative elongation factor complex member E, Rdbp [Source:MGI Symbol;Acc:MGI:102744]	1.21020093	3.04E-08
ENSMUSG00000030587.5	2200002D01Rik	RIKEN cDNA 2200002D01 gene [Source:MGI Symbol;Acc:MGI:1919525]	2.926802677	3.17E-08
ENSMUSG00000050503.8	Fbxl22	F-box and leucine-rich repeat protein 22 [Source:MGI Symbol;Acc:MGI:1921415]	-1.117583246	3.19E-08
ENSMUSG00000032827.15	Ppp1r9a	protein phosphatase 1, regulatory (inhibitor) subunit 9A [Source:MGI Symbol;Acc:MGI:2442401]	-0.89159309	3.21E-08
ENSMUSG00000092274.2	Neat1	nuclear paraspeckle assembly transcript 1 (non-protein coding) [Source:MGI Symbol;Acc:MGI:1914211]	-1.117182654	3.29E-08
ENSMUSG00000071657.12	Bscl2	Berardinelli-Seip congenital lipodystrophy 2 (seipin) [Source:MGI Symbol;Acc:MGI:1298392]	1.046895878	3.39E-08
ENSMUSG00000031987.6	Egln1	egl-9 family hypoxia-inducible factor 1 [Source:MGI Symbol;Acc:MGI:1932286]	-1.200650625	3.41E-08
ENSMUSG00000110751.1	AC163350.1		-1.409368739	3.44E-08
ENSMUSG00000001751.9	Naglu	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB) [Source:MGI Symbol;Acc:MGI:1351641]	1.273384484	3.58E-08
ENSMUSG00000030505.17	Prmt3	protein arginine N-methyltransferase 3 [Source:MGI Symbol;Acc:MGI:1919224]	1.11434132	3.59E-08
ENSMUSG00000028017.7	Egf	epidermal growth factor [Source:MGI Symbol;Acc:MGI:95290]	-1.740188429	3.64E-08
ENSMUSG00000032334.10	Loxl1	lysyl oxidase-like 1 [Source:MGI Symbol;Acc:MGI:106096]	1.086407355	3.72E-08
ENSMUSG00000037419.9	Endod1	endonuclease domain containing 1 [Source:MGI Symbol;Acc:MGI:1919196]	1.067807466	3.77E-08
ENSMUSG00000020961.15	Ston2	stonin 2 [Source:MGI Symbol;Acc:MGI:1918272]	-1.654266657	3.99E-08
ENSMUSG00000113902.1	AC121965.1		-1.379296421	4.06E-08
ENSMUSG00000039629.14	Strip2	striatin interacting protein 2 [Source:MGI Symbol;Acc:MGI:2444363]	-1.404129357	4.11E-08
ENSMUSG00000022820.3	Ndufb4	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4 [Source:MGI Symbol;Acc:MGI:1915444]	-1.139483206	4.23E-08
ENSMUSG00000032363.15	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7 [Source:MGI Symbol;Acc:MGI:1347346]	-1.938362416	4.24E-08
ENSMUSG00000029060.17	Mib2	mindbomb E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2679684]	1.30884247	4.26E-08
ENSMUSG00000037490.5	Slc2a12	solute carrier family 2 (facilitated glucose transporter), member 12 [Source:MGI Symbol;Acc:MGI:3052471]	-2.078379017	4.29E-08
ENSMUSG00000043639.14	Rbm20	RNA binding motif protein 20 [Source:MGI Symbol;Acc:MGI:1920963]	-0.65715383	4.30E-08
ENSMUSG00000027984.8	Hadh	hydroxyacyl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:96009]	-1.48597843	4.35E-08
ENSMUSG00000007888.15	Crlf1	cytokine receptor-like factor 1 [Source:MGI Symbol;Acc:MGI:1340030]	4.871103839	4.52E-08
ENSMUSG00000015843.10	Rxrg	retinoid X receptor gamma [Source:MGI Symbol;Acc:MGI:98216]	-1.451696303	4.56E-08
ENSMUSG00000027475.9	Kif3b	kinesin family member 3B [Source:MGI Symbol;Acc:MGI:107688]	0.925527897	4.57E-08
ENSMUSG00000026012.2	Cd28	CD28 antigen [Source:MGI Symbol;Acc:MGI:88327]	-1.759794569	4.62E-08
ENSMUSG00000037685.15	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 [Source:MGI Symbol;Acc:MGI:1330848]	-0.974270636	4.66E-08
ENSMUSG00000041205.7	Map6d1	MAP6 domain containing 1 [Source:MGI Symbol;Acc:MGI:3607784]	4.586783464	4.66E-08
ENSMUSG00000062753.13	AI413582	expressed sequence AI413582 [Source:MGI Symbol;Acc:MGI:2146839]	1.770797555	4.69E-08
ENSMUSG00000085853.1	Gm12167	predicted gene 12167 [Source:MGI Symbol;Acc:MGI:3650837]	-3.320369673	4.74E-08
ENSMUSG00000037129.7	Tmprss13	transmembrane protease, serine 13 [Source:MGI Symbol;Acc:MGI:2682935]	-3.592943341	4.79E-08
ENSMUSG00000035504.16	Reep6	receptor accessory protein 6 [Source:MGI Symbol;Acc:MGI:1917585]	2.502598969	4.90E-08
ENSMUSG00000035969.15	Rusc2	RUN and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:2140371]	1.570063339	5.09E-08
ENSMUSG00000074766.10	Ism1	isthmin 1, angiogenesis inhibitor [Source:MGI Symbol;Acc:MGI:2442963]	2.435154215	5.14E-08
ENSMUSG00000113585.1	AL591582.1		-1.774918536	5.17E-08
ENSMUSG00000029657.15	Hsph1	heat shock 105kDa/110kDa protein 1 [Source:MGI Symbol;Acc:MGI:105053]	-1.541988556	5.28E-08
ENSMUSG00000003528.14	Slc25a1	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345283]	1.556954111	5.36E-08
ENSMUSG00000033706.13	Smyd5	SET and MYND domain containing 5 [Source:MGI Symbol;Acc:MGI:108048]	1.105565233	5.47E-08
ENSMUSG00000044216.6	Kcnj4	potassium inwardly-rectifying channel, subfamily J, member 4 [Source:MGI Symbol;Acc:MGI:104743]	5.408159601	5.51E-08
ENSMUSG00000022032.14	Scara5	scavenger receptor class A, member 5 [Source:MGI Symbol;Acc:MGI:1918395]	-2.5069027	5.57E-08
ENSMUSG00000028013.16	Ppa2	pyrophosphatase (inorganic) 2 [Source:MGI Symbol;Acc:MGI:1922026]	-1.353196135	5.58E-08
ENSMUSG00000033386.10	Frrs1	ferric-chelate reductase 1 [Source:MGI Symbol;Acc:MGI:108076]	1.645778745	5.66E-08
ENSMUSG00000023992.14	Trem2	triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol;Acc:MGI:1913150]	2.751048875	5.76E-08
ENSMUSG00000028961.15	Pgd	phosphogluconate dehydrogenase [Source:MGI Symbol;Acc:MGI:97553]	1.276024593	5.91E-08
ENSMUSG00000038451.13	Spsb2	splA/ryanodine receptor domain and SOCS box containing 2 [Source:MGI Symbol;Acc:MGI:1315199]	2.383868165	5.91E-08
ENSMUSG00000047415.12	Gpr68	G protein-coupled receptor 68 [Source:MGI Symbol;Acc:MGI:2441763]	3.144629044	6.02E-08
ENSMUSG00000106515.4	Gm30382	predicted gene, 30382 [Source:MGI Symbol;Acc:MGI:5589541]	-3.107011447	6.03E-08
ENSMUSG00000013275.9	Slc41a1	solute carrier family 41, member 1 [Source:MGI Symbol;Acc:MGI:2444823]	-0.768099166	6.13E-08
ENSMUSG00000022574.6	Naprt	nicotinate phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:2442664]	-1.480787986	6.13E-08
ENSMUSG00000062933.7	Gm10123	predicted pseudogene 10123 [Source:MGI Symbol;Acc:MGI:3704342]	1.103476006	6.28E-08
ENSMUSG00000028307.9	Aldob	aldolase B, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87995]	-7.354659224	6.48E-08
ENSMUSG00000042626.13	Shc1	src homology 2 domain-containing transforming protein C1 [Source:MGI Symbol;Acc:MGI:98296]	0.991705935	6.48E-08
ENSMUSG00000090841.2	Myl6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle [Source:MGI Symbol;Acc:MGI:109318]	0.869275988	6.52E-08
ENSMUSG00000034867.16	Ankrd27	ankyrin repeat domain 27 (VPS9 domain) [Source:MGI Symbol;Acc:MGI:2444103]	0.922095911	6.66E-08
ENSMUSG00000026335.16	Pam	peptidylglycine alpha-amidating monooxygenase [Source:MGI Symbol;Acc:MGI:97475]	1.718832336	6.74E-08
ENSMUSG00000057880.12	Abat	4-aminobutyrate aminotransferase [Source:MGI Symbol;Acc:MGI:2443582]	-1.952168632	6.74E-08
ENSMUSG00000022594.14	Lynx1	Ly6/neurotoxin 1 [Source:MGI Symbol;Acc:MGI:1345180]	-1.415690502	6.81E-08
ENSMUSG00000036242.14	3632451O06Rik	RIKEN cDNA 3632451O06 gene [Source:MGI Symbol;Acc:MGI:1914669]	-2.314699816	6.82E-08
ENSMUSG00000024481.4	Lvrn	laeverin [Source:MGI Symbol;Acc:MGI:1921824]	-3.385850263	6.85E-08
ENSMUSG00000023336.6	Wfdc1	WAP four-disulfide core domain 1 [Source:MGI Symbol;Acc:MGI:1915116]	-2.643450172	6.99E-08
ENSMUSG00000014776.7	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain) [Source:MGI Symbol;Acc:MGI:1925938]	1.311467098	7.11E-08
ENSMUSG00000035849.14	Krt222	keratin 222 [Source:MGI Symbol;Acc:MGI:2442728]	-1.628753216	7.13E-08
ENSMUSG00000051469.14	Zfp24	zinc finger protein 24 [Source:MGI Symbol;Acc:MGI:1929704]	-0.929459656	7.39E-08
ENSMUSG00000029167.13	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha [Source:MGI Symbol;Acc:MGI:1342774]	-1.290808004	7.41E-08
ENSMUSG00000024213.13	Nudt3	nudix (nucleotide diphosphate linked moiety X)-type motif 3 [Source:MGI Symbol;Acc:MGI:1928484]	-0.7278808	7.43E-08
ENSMUSG00000046844.6	Vat1l	vesicle amine transport protein 1 like [Source:MGI Symbol;Acc:MGI:2142534]	6.530865722	7.55E-08
ENSMUSG00000059923.13	Grb2	growth factor receptor bound protein 2 [Source:MGI Symbol;Acc:MGI:95805]	-1.064921036	7.61E-08
ENSMUSG00000036452.17	Arhgap26	Rho GTPase activating protein 26 [Source:MGI Symbol;Acc:MGI:1918552]	-0.953303677	7.65E-08
ENSMUSG00000069170.13	Adgrv1	adhesion G protein-coupled receptor V1 [Source:MGI Symbol;Acc:MGI:1274784]	5.555872445	7.65E-08
ENSMUSG00000018593.13	Sparc	secreted acidic cysteine rich glycoprotein [Source:MGI Symbol;Acc:MGI:98373]	1.244548347	7.82E-08
ENSMUSG00000010362.9	Rdm1	RAD52 motif 1 [Source:MGI Symbol;Acc:MGI:1913849]	-1.253871775	7.91E-08
ENSMUSG00000038204.13	Asb10	ankyrin repeat and SOCS box-containing 10 [Source:MGI Symbol;Acc:MGI:2152836]	-1.068792111	7.98E-08
ENSMUSG00000027808.8	Serp1	stress-associated endoplasmic reticulum protein 1 [Source:MGI Symbol;Acc:MGI:92638]	1.06191781	8.09E-08
ENSMUSG00000031715.14	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:MGI Symbol;Acc:MGI:1935129]	-0.764627914	8.09E-08
ENSMUSG00000075232.5	Amd1	S-adenosylmethionine decarboxylase 1 [Source:MGI Symbol;Acc:MGI:88004]	-0.931790554	8.19E-08
ENSMUSG00000026062.12	Slc9a2	solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:MGI Symbol;Acc:MGI:105075]	-2.333203705	8.24E-08
ENSMUSG00000040613.14	Apobec1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1 [Source:MGI Symbol;Acc:MGI:103298]	1.426095279	8.33E-08
ENSMUSG00000057561.9	Eif1a	eukaryotic translation initiation factor 1A [Source:MGI Symbol;Acc:MGI:95298]	1.177726683	8.33E-08
ENSMUSG00000021598.9	Med10	mediator complex subunit 10 [Source:MGI Symbol;Acc:MGI:106331]	1.366449409	8.48E-08
ENSMUSG00000022505.8	Emp2	epithelial membrane protein 2 [Source:MGI Symbol;Acc:MGI:1098726]	1.314024743	8.49E-08
ENSMUSG00000096929.7	A330023F24Rik	RIKEN cDNA A330023F24 gene [Source:MGI Symbol;Acc:MGI:2443958]	-1.019736044	8.49E-08
ENSMUSG00000101013.1	A630072M18Rik	RIKEN cDNA A630072M18 gene [Source:MGI Symbol;Acc:MGI:2444702]	-1.293839241	8.49E-08
ENSMUSG00000051331.15	Cacna1c	calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:MGI Symbol;Acc:MGI:103013]	-1.156149551	8.84E-08
ENSMUSG00000036580.15	Spg20	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human) [Source:MGI Symbol;Acc:MGI:2139806]	1.41875769	8.85E-08
ENSMUSG00000090326.1	Dthd1	death domain containing 1 [Source:MGI Symbol;Acc:MGI:4937018]	7.640838097	8.85E-08
ENSMUSG00000020715.9	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1 [Source:MGI Symbol;Acc:MGI:1930134]	1.531751272	8.94E-08
ENSMUSG00000030016.14	Zfp638	zinc finger protein 638 [Source:MGI Symbol;Acc:MGI:1203484]	-0.725117107	9.06E-08
ENSMUSG00000054452.10	Aes	amino-terminal enhancer of split [Source:MGI Symbol;Acc:MGI:95806]	-0.967638107	9.14E-08
ENSMUSG00000025068.7	Gsto1	glutathione S-transferase omega 1 [Source:MGI Symbol;Acc:MGI:1342273]	1.710995574	9.25E-08
ENSMUSG00000024782.7	Ak3	adenylate kinase 3 [Source:MGI Symbol;Acc:MGI:1860835]	-0.892478064	1.01E-07
ENSMUSG00000058076.12	Sdhc	succinate dehydrogenase complex, subunit C, integral membrane protein [Source:MGI Symbol;Acc:MGI:1913302]	-1.066614675	1.01E-07
ENSMUSG00000070822.5	Zscan18	zinc finger and SCAN domain containing 18 [Source:MGI Symbol;Acc:MGI:3643810]	2.279292254	1.03E-07
ENSMUSG00000038594.9	Cep85l	centrosomal protein 85-like [Source:MGI Symbol;Acc:MGI:3642684]	-0.837132038	1.04E-07
ENSMUSG00000073433.10	Arhgdig	Rho GDP dissociation inhibitor (GDI) gamma [Source:MGI Symbol;Acc:MGI:108430]	4.041075153	1.10E-07
ENSMUSG00000114159.1	AC159238.3		-7.313052946	1.10E-07
ENSMUSG00000014554.13	Dguok	deoxyguanosine kinase [Source:MGI Symbol;Acc:MGI:1351602]	-0.938295859	1.11E-07
ENSMUSG00000041736.7	Tspo	translocator protein [Source:MGI Symbol;Acc:MGI:88222]	1.57493041	1.11E-07
ENSMUSG00000027907.4	S100a11	S100 calcium binding protein A11 [Source:MGI Symbol;Acc:MGI:1338798]	1.33253729	1.12E-07
ENSMUSG00000028347.14	Tmeff1	transmembrane protein with EGF-like and two follistatin-like domains 1 [Source:MGI Symbol;Acc:MGI:1926810]	1.941814129	1.12E-07
ENSMUSG00000036606.16	Plxnb2	plexin B2 [Source:MGI Symbol;Acc:MGI:2154239]	1.075293536	1.12E-07
ENSMUSG00000029108.14	Pcdh7	protocadherin 7 [Source:MGI Symbol;Acc:MGI:1860487]	-0.723237366	1.14E-07
ENSMUSG00000113975.1	AC102435.3		-3.081266309	1.14E-07
ENSMUSG00000004098.7	Col5a3	collagen, type V, alpha 3 [Source:MGI Symbol;Acc:MGI:1858212]	-0.95194607	1.15E-07
ENSMUSG00000018669.14	Cdk5rap3	CDK5 regulatory subunit associated protein 3 [Source:MGI Symbol;Acc:MGI:1933126]	1.306480065	1.15E-07
ENSMUSG00000021696.8	Elovl7	ELOVL family member 7, elongation of long chain fatty acids (yeast) [Source:MGI Symbol;Acc:MGI:1921809]	4.07807005	1.17E-07
ENSMUSG00000022884.14	Eif4a2	eukaryotic translation initiation factor 4A2 [Source:MGI Symbol;Acc:MGI:106906]	-0.947508636	1.19E-07
ENSMUSG00000002661.14	Alkbh7	alkB homolog 7 [Source:MGI Symbol;Acc:MGI:1913650]	-1.245024098	1.20E-07
ENSMUSG00000033222.16	Ttf2	transcription termination factor, RNA polymerase II [Source:MGI Symbol;Acc:MGI:1921294]	1.165446453	1.20E-07
ENSMUSG00000031379.13	Pir	pirin [Source:MGI Symbol;Acc:MGI:1916906]	1.599463446	1.21E-07
ENSMUSG00000037022.3	Mmaa	methylmalonic aciduria (cobalamin deficiency) type A [Source:MGI Symbol;Acc:MGI:1923805]	-1.184264358	1.21E-07
ENSMUSG00000020736.12	Nt5c	5',3'-nucleotidase, cytosolic [Source:MGI Symbol;Acc:MGI:1354954]	1.282798444	1.24E-07
ENSMUSG00000027367.16	Stard7	START domain containing 7 [Source:MGI Symbol;Acc:MGI:2139090]	-0.762241076	1.24E-07
ENSMUSG00000034842.16	Art3	ADP-ribosyltransferase 3 [Source:MGI Symbol;Acc:MGI:1202729]	-1.553342118	1.24E-07
ENSMUSG00000089832.8	Shkbp1	Sh3kbp1 binding protein 1 [Source:MGI Symbol;Acc:MGI:2385803]	1.481626402	1.24E-07
ENSMUSG00000041268.17	Dmxl2	Dmx-like 2 [Source:MGI Symbol;Acc:MGI:2444630]	1.40251737	1.25E-07
ENSMUSG00000001473.6	Tubb6	tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]	1.22252136	1.28E-07
ENSMUSG00000021699.17	Pde4d	phosphodiesterase 4D, cAMP specific [Source:MGI Symbol;Acc:MGI:99555]	-0.760994355	1.28E-07
ENSMUSG00000037012.18	Hk1	hexokinase 1 [Source:MGI Symbol;Acc:MGI:96103]	1.243261363	1.28E-07
ENSMUSG00000034994.10	Eef2	eukaryotic translation elongation factor 2 [Source:MGI Symbol;Acc:MGI:95288]	0.62925878	1.30E-07
ENSMUSG00000017969.13	Ptgis	prostaglandin I2 (prostacyclin) synthase [Source:MGI Symbol;Acc:MGI:1097156]	1.462693749	1.32E-07
ENSMUSG00000021948.15	Prkcd	protein kinase C, delta [Source:MGI Symbol;Acc:MGI:97598]	1.301738554	1.33E-07
ENSMUSG00000027716.13	Trpc3	transient receptor potential cation channel, subfamily C, member 3 [Source:MGI Symbol;Acc:MGI:109526]	-1.164958359	1.33E-07
ENSMUSG00000029860.16	Zyx	zyxin [Source:MGI Symbol;Acc:MGI:103072]	1.042285644	1.33E-07
ENSMUSG00000041762.16	Gpr155	G protein-coupled receptor 155 [Source:MGI Symbol;Acc:MGI:1915776]	-1.194191078	1.35E-07
ENSMUSG00000025089.15	Gfra1	glial cell line derived neurotrophic factor family receptor alpha 1 [Source:MGI Symbol;Acc:MGI:1100842]	-2.363218437	1.37E-07
ENSMUSG00000030255.13	Sspn	sarcospan [Source:MGI Symbol;Acc:MGI:1353511]	-0.760684223	1.39E-07
ENSMUSG00000106783.1	Gm42757	predicted gene 42757 [Source:MGI Symbol;Acc:MGI:5662894]	-3.972506368	1.39E-07
ENSMUSG00000032355.16	Mlip	muscular LMNA-interacting protein [Source:MGI Symbol;Acc:MGI:1916892]	-0.973690814	1.41E-07
ENSMUSG00000029223.12	Uchl1	ubiquitin carboxy-terminal hydrolase L1 [Source:MGI Symbol;Acc:MGI:103149]	3.687722124	1.44E-07
ENSMUSG00000058056.16	Palld	palladin, cytoskeletal associated protein [Source:MGI Symbol;Acc:MGI:1919583]	-1.033425737	1.46E-07
ENSMUSG00000071317.4	Bves	blood vessel epicardial substance [Source:MGI Symbol;Acc:MGI:1346013]	-1.357602067	1.46E-07
ENSMUSG00000030421.9	Uri1	URI1, prefoldin-like chaperone [Source:MGI Symbol;Acc:MGI:1342294]	1.076435558	1.47E-07
ENSMUSG00000031204.3	Asb12	ankyrin repeat and SOCS box-containing 12 [Source:MGI Symbol;Acc:MGI:1917642]	-1.897080871	1.47E-07
ENSMUSG00000025817.12	Nudt5	nudix (nucleoside diphosphate linked moiety X)-type motif 5 [Source:MGI Symbol;Acc:MGI:1858232]	1.001376363	1.49E-07
ENSMUSG00000026039.9	Sgol2a	shugoshin-like 2a (S. pombe) [Source:MGI Symbol;Acc:MGI:1098767]	-1.348615708	1.49E-07
ENSMUSG00000034684.12	Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:MGI Symbol;Acc:MGI:1096347]	1.087891312	1.49E-07
ENSMUSG00000062997.6	Rpl35	ribosomal protein L35 [Source:MGI Symbol;Acc:MGI:1913739]	0.952401608	1.50E-07
ENSMUSG00000028334.10	Nans	N-acetylneuraminic acid synthase (sialic acid synthase) [Source:MGI Symbol;Acc:MGI:2149820]	1.190198636	1.61E-07
ENSMUSG00000072294.4	Klf12	Kruppel-like factor 12 [Source:MGI Symbol;Acc:MGI:1333796]	-1.254259488	1.61E-07
ENSMUSG00000051910.13	Sox6	SRY (sex determining region Y)-box 6 [Source:MGI Symbol;Acc:MGI:98368]	-0.97270572	1.63E-07
ENSMUSG00000059824.12	Dbp	D site albumin promoter binding protein [Source:MGI Symbol;Acc:MGI:94866]	2.579195767	1.65E-07
ENSMUSG00000017999.16	Ddx27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 [Source:MGI Symbol;Acc:MGI:2385884]	1.14351537	1.70E-07
ENSMUSG00000029919.5	Hpgds	hematopoietic prostaglandin D synthase [Source:MGI Symbol;Acc:MGI:1859384]	1.581974487	1.74E-07
ENSMUSG00000025912.16	Mybl1	myeloblastosis oncogene-like 1 [Source:MGI Symbol;Acc:MGI:99925]	2.476145116	1.75E-07
ENSMUSG00000051285.17	Pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:2441773]	-0.713531917	1.77E-07
ENSMUSG00000031840.12	Rab3a	RAB3A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97843]	-1.657894146	1.79E-07
ENSMUSG00000031198.4	Fundc2	FUN14 domain containing 2 [Source:MGI Symbol;Acc:MGI:1914641]	-0.956604617	1.82E-07
ENSMUSG00000032313.11	Tmem266	transmembrane protein 266 [Source:MGI Symbol;Acc:MGI:2142980]	-2.937186642	1.82E-07
ENSMUSG00000003429.11	Rps11	ribosomal protein S11 [Source:MGI Symbol;Acc:MGI:1351329]	0.801672269	1.89E-07
